Concessionário,Petróleo (bbl/d),Gás Natural (Mm³/d),Produção Total (boe/d),mes
Leros,1.47830824709677,0.00235032258064516,1.49309132956774,2019-08-01
Energizzi Energias,0.243476516129032,0.00387096774193548,0.267824167741935,2019-08-01
Oil Group,0.222852026241935,0,0.222852026241935,2019-08-01
Petroil,0.222852026241935,0,0.222852026241935,2019-08-01
Nord,0.202897096774194,3.16774193548387e-4,0.204889546264516,2019-08-01
Total Geral,2989430.212806,133322.803427097,3828005.31502978,2019-08-01
Petrobras,2197693.61380277,94572.9388086667,2792539.43005091,2019-09-01
Shell Brasil,350728.37308019,13942.233476,438422.37261987,2019-09-01
Petrogal Brasil,96800.6330245214,4066.708929,122379.459513235,2019-09-01
Repsol Sinopec,70920.9339608699,3001.079326,89797.1527163379,2019-09-01
Equinor Energy,42021.8295934783,1296.16372566667,50174.4531568138,2019-09-01
Eneva,95.6597243236267,7251.87006,45708.5445464122,2019-09-01
Equinor Brasil,41706.95646337,67.8766,42133.887380816,2019-09-01
Sinochem Petróleo,27804.6376422467,45.2510666666667,28089.2582538773,2019-09-01
Enauta Energia S.A.,12432.019523688,2155.09717566667,25987.1712901679,2019-09-01
Total E&P do Brasil,12142.8444690227,527.641166333333,15461.6071534378,2019-09-01
Barra Energia,12253.1767643967,80.1472,12757.2874244287,2019-09-01
Petro Rio Jaguar,9308.88771785558,125.164799,10096.1505222538,2019-09-01
ONGC Campos,9355.43847586938,86.6103383333333,9900.20104802177,2019-09-01
QPI Brasil,7969.4475904001,73.779177,8433.50459568647,2019-09-01
Petro Rio O&G,8136.61521065921,22.887949,8280.5760611589,2019-09-01
Chevron Brasil,7756.34755915508,40.7725016666667,8012.7988478631,2019-09-01
Dommo Energia,5727.86997351044,16.802473,5833.55433621057,2019-09-01
Maha Energy,3687.47606606917,94.37305,4281.06461968967,2019-09-01
Frade,3285.49719179875,44.175911,3563.35527856566,2019-09-01
Perenco Brasil,3121.94090369,14.862248,3215.42161978288,2019-09-01
Geopark Brasil,80.5133838180667,461.351994666667,2982.32977339241,2019-09-01
Brasoil Manati,39.7428353980667,461.099994666667,2939.97419285241,2019-09-01
CNODC Brasil,1225.03462869986,84.0169623333333,1753.48535855368,2019-09-01
CNOOC Petroleum,1225.03462869986,84.0169623333333,1753.48535855368,2019-09-01
Imetame,172.480444554827,138.897912333333,1046.12192252815,2019-09-01
SHB,484.924223608,5.29309533333333,518.216787566553,2019-09-01
OP Pescada,61.6364689441667,71.6034193333333,512.00837190116,2019-09-01
Petrosynergy,442.714141049523,8.62298,496.951046883323,2019-09-01
Nova Petróleo,172.52673965303,2.07286333333333,185.564656175663,2019-09-01
Partex Brasil,117.969579756667,0.168801,119.031305974477,2019-09-01
Phoenix,58.6709283593333,8.65917833333333,113.135514832117,2019-09-01
Recôncavo E&P,88.8666288866666,1.54633633333333,98.59279061943,2019-09-01
Santana,47.7261977066,1.10318333333333,54.6650112684333,2019-09-01
Geopar - Geosol,17.47309218,0.108,18.15239166,2019-09-01
EPG Brasil,15.3148487086667,0.358773333333333,17.5714648084,2019-09-01
Perícia,16.6050984,0.0528,16.937200368,2019-09-01
Vipetro,16.28976506546,0.039291,16.53689799017,2019-09-01
Alvopetro,7.94172376633333,0.094975,8.53909847108333,2019-09-01
NTF,8.27792459385,0.0085,8.33138797885,2019-09-01
Newo,8.27792459385,0.0085,8.33138797885,2019-09-01
Ubuntu Engenharia,4.182094669,0.006649,4.22391561569,2019-09-01
Petroborn,0,0.6018,3.785207658,2019-09-01
Great Energy,2.89942629532,0.082408,3.4177569578,2019-09-01
Great 108,2.78572330334667,0.079176333333333307,3.28372739651,2019-09-01
Guto & Cacal,2.231624588,0.005094,2.26366488014,2019-09-01
Nord,2.09660333333333,0.00327333333333333,2.11719197806667,2019-09-01
Leros,1.52444028366667,0.00242366666666667,1.53968468650333,2019-09-01
Energizzi Energias,0.419320666666667,0.00666666666666667,0.461252733333333,2019-09-01
Oil Group,0.118093279353333,0,0.118093279353333,2019-09-01
Petroil,0.118093279353333,0,0.118093279353333,2019-09-01
Sonangol Guanambi,0.0700265513333333,9.35e-4,0.0759075236833333,2019-09-01
Total Geral,2927274.66539058,128856.348929667,3737756.61745189,2019-09-01
Petrobras,2196079.59140526,94761.0606696774,2792108.65841601,2019-10-01
Shell Brasil,375637.539342506,15172.0431603226,471066.808132734,2019-10-01
Petrogal Brasil,102751.193517914,4393.70211548387,130386.745020906,2019-10-01
Repsol Sinopec,71077.8308172118,2936.52565483871,89548.0192462729,2019-10-01
Equinor Energy,40014.3874618,1195.21807806452,47532.082081391,2019-10-01
Eneva,98.7885816511839,7540.88807129032,47529.5417813338,2019-10-01
Equinor Brasil,36828.14583048,83.5583225806452,37353.711803431,2019-10-01
Enauta Energia S.A.,15184.4393861685,2158.37283225806,28760.1944102336,2019-10-01
Sinochem Petróleo,24552.09722032,55.7055483870968,24902.4745356206,2019-10-01
Total E&P do Brasil,17928.9085892946,897.400808064516,23573.3891658669,2019-10-01
Barra Energia,15011.2169231242,101.362919354839,15648.7704269115,2019-10-01
ONGC Campos,11147.1744706301,104.172382903226,11802.3989663386,2019-10-01
Petro Rio Jaguar,9944.51833778928,117.124470967742,10681.2090065269,2019-10-01
QPI Brasil,9495.74121602252,88.7394374193548,10053.8954168972,2019-10-01
Petro Rio O&G,6629.01425710535,24.1977580645161,6781.21355775713,2019-10-01
CNODC Brasil,4286.05587880178,298.228022903226,6161.85347953872,2019-10-01
CNOOC Petroleum,4286.05587880178,298.228022903226,6161.85347953872,2019-10-01
Chevron Brasil,5742.75424394229,38.3635538709677,5984.05370871545,2019-10-01
Dommo Energia,5756.12161394949,17.9060993548387,5868.74757673255,2019-10-01
Frade,3509.83791563362,41.3381419354839,3769.84697416085,2019-10-01
Maha Energy,3080.6846703446,90.284314516129,3648.55585463129,2019-10-01
Geopark Brasil,153.111586868,457.823994516129,3032.73752581549,2019-10-01
Perenco Brasil,2835.02547855216,16.4526141935484,2938.50929583288,2019-10-01
Brasoil Manati,38.4938806765161,457.113313870968,2913.64977339527,2019-10-01
Imetame,180.755005588239,145.581798387097,1096.43685690138,2019-10-01
OP Pescada,113.341868957258,77.6664216129032,601.848904282313,2019-10-01
SHB,489.854673783887,4.62566161290323,518.949206453342,2019-10-01
Petrosynergy,422.875221581377,8.25854258064516,474.819885290545,2019-10-01
Nova Petróleo,226.049396373219,2.43516709677419,241.366134730181,2019-10-01
Partex Brasil,114.044400154839,0.163184516129032,115.070799756232,2019-10-01
Phoenix Óleo & Gás,51.1158655903226,7.34796967741935,97.3331987470516,2019-10-01
Recôncavo E&P,68.5075960345161,0.699051290322581,72.9044958309,2019-10-01
Geopar - Geosol,49.1218740820645,0.304577419354839,51.0376081800968,2019-10-01
Santana,27.3642850683226,0.562954838709677,30.9051640423871,2019-10-01
Petro-Victory,17.4471213516129,0.180432258064516,18.5820059727097,2019-10-01
Vipetro,10.5271515194806,0.0251054838709677,10.6850602429871,2019-10-01
EPG Brasil,8.67385088709677,0.17308064516129,9.76249525983871,2019-10-01
NTF,8.51538825451613,0.00874193548387097,8.57037336774194,2019-10-01
Newo,8.51538825451613,0.00874193548387097,8.57037336774194,2019-10-01
Sonangol Guanambi,7.9017056956129,0.105525161290323,8.56543891034839,2019-10-01
Guto & Cacal,6.47404056387097,0.0204812903225806,6.60286398855484,2019-10-01
Perícia,5.60604678387097,0.0178258064516129,5.71816771954839,2019-10-01
Ubuntu Engenharia,3.90455173032258,0.00620774193548387,3.94359724762581,2019-10-01
Petroborn,0,0.621770967741935,3.9108212506129,2019-10-01
Alvopetro,1.9254934483871,0.0230267741935484,2.07032748297742,2019-10-01
Nord,2.02897096774194,0.00317096774193548,2.04891575235484,2019-10-01
Leros,1.19019436967742,0.00189225806451613,1.20209631337419,2019-10-01
Energizzi Energias,0.568111870967742,0.00903225806451613,0.624923058064516,2019-10-01
Total Geral,2963895.03670776,131594.660672258,3791600.44935074,2019-10-01
Petrobras,2330348.06971101,100158.851138667,2960328.21319151,2019-11-01
Shell Brasil,374689.74549319,15042.8757213333,469306.575633989,2019-11-01
Petrogal Brasil,108798.713746701,4585.47269466667,137640.465756343,2019-11-01
Repsol Sinopec,58962.5147258787,2475.16844366667,74530.8539545377,2019-11-01
Eneva,89.5694837051167,7928.24470333333,49956.7223011782,2019-11-01
Equinor Energy,36713.1827799033,971.211229,42821.9168801798,2019-11-01
Equinor Brasil,39402.440525242,66.7734,39822.432524296,2019-11-01
Enauta Energia S.A.,14003.9491832317,2139.98886233333,27464.0725294245,2019-11-01
Sinochem Petróleo,26268.2936834947,44.5156,26548.2883495307,2019-11-01
Total E&P do Brasil,19131.2027363332,815.645036333333,24261.455042313,2019-11-01
Barra Energia,13834.9916465817,95.6617,14436.6855638587,2019-11-01
ONGC Campos,11956.2268525278,113.306717666667,12668.9045783748,2019-11-01
Petro Rio Jaguar,10036.5374411579,122.859046,10809.2974972792,2019-11-01
QPI Brasil,10184.9339872726,96.5205376666667,10792.0298302938,2019-11-01
Petro Rio O&G,7716.87718574659,26.1817386666667,7881.55534742958,2019-11-01
CNODC Brasil,4213.13318729451,285.166193666667,6006.77436388104,2019-11-01
CNOOC Petroleum,4213.13318729451,285.166193666667,6006.77436388104,2019-11-01
Chevron Brasil,5591.77943856416,37.0901143333333,5825.0692105991,2019-11-01
Dommo Energia,5651.19506784787,17.501543,5761.2764480247,2019-11-01
Frade,3542.3153210954,43.362114,3815.05477935374,2019-11-01
Maha Energy,2614.56494121158,82.187825,3131.51074477483,2019-11-01
Geopark Brasil,133.125317238367,454.887563666667,2994.2816640646,2019-11-01
Brasoil Manati,37.5461192555667,454.294925,2894.97488146982,2019-11-01
Imetame,186.134697462757,152.611875333333,1146.03439705311,2019-11-01
OP Pescada,140.957787005,71.6757533333333,591.784657078533,2019-11-01
Perenco Brasil,511.48889020345,3.71632166666667,534.863847385667,2019-11-01
SHB,478.29317883588,5.21679733333333,511.105842871053,2019-11-01
Petrosynergy,406.877321690127,7.65003633333333,454.99459671989,2019-11-01
Nova Petróleo,221.7997085654,2.352542,236.59675076242,2019-11-01
Partex Brasil,111.8328218,0.16002,112.8393171962,2019-11-01
Phoenix Óleo & Gás,46.0145726773333,7.17331766666667,91.13337787031,2019-11-01
Recôncavo E&P,67.3366092566667,0.721732333333333,71.87616850419,2019-11-01
Geopar - Geosol,40.9625134212,0.253988,42.56004968348,2019-11-01
Santana,19.6654264215333,0.300576666666667,21.5559965453,2019-11-01
Guto & Cacal,17.6129356223333,0.0387963333333333,17.8569571876967,2019-11-01
Petro-Victory,15.8061876998333,0.206496666666667,17.1050124988,2019-11-01
EPG Brasil,11.4787984198333,0.221446666666667,12.8716558783,2019-11-01
Sonangol Guanambi,11.6182854396,0.155159333333333,12.5942081659933,2019-11-01
Vipetro,12.0344213658033,0.0286996666666667,12.2149368162,2019-11-01
NTF,10.82693299445,0.0111,10.89674988545,2019-11-01
Newo,10.82693299445,0.0111,10.89674988545,2019-11-01
Petroborn,0,1.38273,8.6971089813,2019-11-01
Perícia,4.43431605,0.0141,4.523002371,2019-11-01
Ubuntu Engenharia,4.15987067366667,0.00661366666666667,4.20146938040333,2019-11-01
Nord,2.09660333333333,0.00327666666666667,2.1172129441,2019-11-01
Leros,1.14139085466667,0.00181466666666667,1.15280476321333,2019-11-01
Energizzi Energias,0.4402867,0.007,0.48431537,2019-11-01
Central Resources,2.09660333333333e-4,3.33333333333333e-7,2.11756936666667e-4,2019-11-01
Total Geral,3090467.88246093,136596.854336333,3949636.14283414,2019-11-01
Petrobras,2286063.02833251,100278.240603226,2916794.10886109,2019-12-01
Shell Brasil,387536.406898135,15571.9176619355,485480.810327353,2019-12-01
Petrogal Brasil,111755.557763815,4632.54082258065,140893.359355091,2019-12-01
Repsol Sinopec,67236.2614378797,2819.99365516129,84973.4857300498,2019-12-01
Petronas,51499.7821345582,602.562287741935,55289.7844376203,2019-12-01
Eneva,82.8248531479129,7230.0485983871,45558.4568277691,2019-12-01
Equinor Energy,30412.9088017476,956.421148387097,36428.6161050842,2019-12-01
Total E&P do Brasil,27233.1498503498,991.439902903226,33469.1184660296,2019-12-01
Equinor Brasil,30436.3820683219,55.9734193548387,30788.4442411142,2019-12-01
Enauta Energia S.A.,13995.9289102215,2132.41970774193,27408.4437121738,2019-12-01
Sinochem Petróleo,20290.9213788813,37.3156129032258,20525.6294940761,2019-12-01
Barra Energia,13842.1025473161,97.1937580645161,14453.4328187279,2019-12-01
Petro Rio Jaguar,9906.95227104381,124.800216774194,10691.9219225123,2019-12-01
ONGC Campos,8358.50426888385,78.7637464516129,8853.91326895267,2019-12-01
Petro Rio O&G,8094.8696116998,23.7599903225806,8244.31543643067,2019-12-01
QPI Brasil,7120.20733753017,67.0950429032258,7542.22240933331,2019-12-01
CNODC Brasil,4314.41135473829,291.282600322581,6146.52356707326,2019-12-01
CNOOC Petroleum,4314.41135473829,291.282600322581,6146.52356707326,2019-12-01
Potiguar,4889.16099611112,176.103869354839,5996.82087461788,2019-12-01
Dommo Energia,5706.6046160322,17.2243738709677,5814.94265504955,2019-12-01
Chevron Brasil,5476.9897414409,35.9805732258065,5703.30071072231,2019-12-01
Frade,3496.57927412265,44.0472348387097,3773.62801228351,2019-12-01
Maha Energy,2551.27615710299,73.7949435483871,3015.43233098307,2019-12-01
Geopark Brasil,136.573586537903,452.907301612903,2985.27446129576,2019-12-01
Brasoil Manati,34.1836362011935,452.272433225806,2878.8913094292,2019-12-01
Imetame,192.828450085032,144.245501290323,1100.10524655592,2019-12-01
OP Pescada,100.231977394839,68.8012367741935,532.978684469529,2019-12-01
SHB,465.550306208639,5.27273290322581,498.714794350677,2019-12-01
Petrosynergy,373.181309569523,7.73332258064516,421.82243927049,2019-12-01
Nova Petróleo,230.771653838106,3.16674516129032,250.689879221042,2019-12-01
Partex Brasil,107.97777696129,0.154503870967742,108.949576953942,2019-12-01
Recôncavo E&P,95.8254582470968,0.826799677419355,101.025871126126,2019-12-01
Phoenix Óleo & Gás,44.8065774690322,6.58255903225806,86.2096230957193,2019-12-01
Santana,49.1176741121613,1.26987741935484,57.1049618031935,2019-12-01
Geopar - Geosol,43.8814072871613,0.272086451612903,45.5927793713806,2019-12-01
Petroborn,0,6.38118064516129,40.1364138337419,2019-12-01
Vipetro,20.2463079594484,0.0482835483870968,20.550002304929,2019-12-01
Petro-Victory,19.0117623133871,0.193603225806452,20.2294898190968,2019-12-01
EPG Brasil,10.9547186004839,0.198041935483871,12.2003647467097,2019-12-01
Sonangol Guanambi,10.325352096,0.137892580645161,11.1926702286677,2019-12-01
NTF,10.4388831665,0.0106935483870968,10.5061435540806,2019-12-01
Newo,10.4388831665,0.0106935483870968,10.5061435540806,2019-12-01
Alvopetro,9.10013768741935,0.108828709677419,9.78464959383548,2019-12-01
Central Resources,7.40168609032258,0.00903225806451613,7.45849727741935,2019-12-01
Perícia,6.15386894516129,0.0195677419354839,6.27694632406452,2019-12-01
Ubuntu Engenharia,3.71890088677419,0.00591258064516129,3.75608989564194,2019-12-01
Nord,2.02897096774194,0.00317096774193548,2.04891575235484,2019-12-01
Guto & Cacal,1.71650943870968,0.00378354838709677,1.74030723919032,2019-12-01
Leros,1.08367339387097,0.00172290322580645,1.09451012780968,2019-12-01
Energizzi Energias,0.486953032258065,0.00774193548387097,0.535648335483871,2019-12-01
Oil Group,0.170713559283871,0,0.170713559283871,2019-12-01
Petroil,0.170713559283871,0,0.170713559283871,2019-12-01
Total Geral,3106603.59980911,137780.84762,3973218.95297786,2019-12-01
Petrobras,2320023.02244443,101995.252277097,2961553.78016944,2020-01-01
Shell Brasil,392129.26126742,15263.2594867742,488132.263419927,2020-01-01
Petrogal Brasil,112561.323156407,4578.73321096774,141360.685094084,2020-01-01
Repsol Sinopec,72288.7421308964,2965.34950290323,90940.2270877522,2020-01-01
Petronas,50562.9255810688,589.016763870968,54267.7291126321,2020-01-01
Eneva,88.1588270988355,7940.94821451613,50035.2143162445,2020-01-01
Equinor Energy,37147.3231519669,937.842408387097,43046.1737106642,2020-01-01
Equinor Brasil,35098.9841346097,67.5276774193548,35523.7203953187,2020-01-01
Total E&P do Brasil,28589.6857039745,686.937790645161,32910.3938889524,2020-01-01
Enauta Energia S.A.,15473.4052386421,1698.00574806452,26153.5387728758,2020-01-01
Sinochem Petróleo,23399.3227564065,45.0184516129032,23682.4802635458,2020-01-01
Barra Energia,15339.0499362081,105.532967741935,16002.832252041,2020-01-01
ONGC Campos,10153.292105495,102.162529354839,10795.8750042564,2020-01-01
Petro Rio Jaguar,9818.46074748848,121.790036129032,10584.4969346332,2020-01-01
QPI Brasil,8649.10068155696,87.02734,9196.48611496236,2020-01-01
Petro Rio O&G,8290.18070863199,23.0192777419355,8434.96759196599,2020-01-01
Potiguar E&P S.A.,5519.74287449438,218.364499677419,6893.21408821041,2020-01-01
Dommo Energia,5749.73444580657,16.4174125806452,5852.99685163044,2020-01-01
Chevron Brasil,4939.72227900889,30.3890458064516,5130.86360321276,2020-01-01
Frade,3465.34690199023,42.984815483871,3735.71322426884,2020-01-01
Maha Energy,2969.2068170154,82.2533790322581,3486.56494298629,2020-01-01
Geopark Brasil,75.8469521367097,354.168010967742,2303.49644920172,2020-01-01
CNODC Brasil,1606.57369664863,106.861621290323,2278.71299085672,2020-01-01
CNOOC Petroleum,1606.57369664863,106.861621290323,2278.71299085672,2020-01-01
Brasoil Manati,29.8567338742258,353.88284,2255.71255973463,2020-01-01
Perenco Brasil,1119.62909273597,7.47927,1166.67227997467,2020-01-01
Imetame,191.877875157674,127.295035483871,992.539462294481,2020-01-01
OP Pescada,90.6898283820968,67.5332322580645,515.461027971194,2020-01-01
SHB,474.019961457542,4.81792741935484,504.323809519074,2020-01-01
Petrosynergy,332.572478251535,7.53840903225806,379.987638766723,2020-01-01
Nova Petróleo,176.861010593861,2.45933193548387,192.329741194987,2020-01-01
Partex Brasil,108.085312422581,0.154657741935484,109.058080234384,2020-01-01
Recôncavo E&P,100.625597762581,1.04128967741935,107.17511198851,2020-01-01
Phoenix Óleo & Gás,60.3716253509677,5.99273838709677,98.0648111855129,2020-01-01
Santana,48.4091777399355,1.19731612903226,55.9400687014839,2020-01-01
Petroborn,0,6.85107419354839,43.0919549733226,2020-01-01
Geopar - Geosol,19.7100935410645,0.122216129032258,20.4788097716129,2020-01-01
Petro-Victory,18.502794946129,0.191157419354839,19.7051387939613,2020-01-01
Alvopetro,15.879944176129,0.189908387096774,17.0744318483742,2020-01-01
Vipetro,13.4349651749871,0.0320396774193548,13.6364886584161,2020-01-01
EPG Brasil,10.5646489319355,0.194251612903226,11.7864546692903,2020-01-01
NTF,9.27032777219355,0.00948387096774194,9.32997951864516,2020-01-01
Newo,9.27032777219355,0.00948387096774194,9.32997951864516,2020-01-01
Guto & Cacal,8.72782151483871,0.0193593548387097,8.84958817849677,2020-01-01
Sonangol Guanambi,7.18499199096774,0.0959532258064516,7.78851955017742,2020-01-01
Perícia,5.94813128903226,0.0189135483870968,6.0670939148129,2020-01-01
Ubuntu Engenharia,5.47619264193548,0.0516051612903226,5.80077930147097,2020-01-01
Central Resources,3.63388700322581,0.00451612903225806,3.66229259677419,2020-01-01
Leros,1.05141275548387,0.00167161290322581,1.06192688303871,2020-01-01
Energizzi Energias,0.649270709677419,0.0103225806451613,0.714197780645161,2020-01-01
Oil Group,0.112887886703226,0,0.112887886703226,2020-01-01
Petroil,0.112887886703226,0,0.112887886703226,2020-01-01
Total Geral,3168407.51551577,138752.918094194,4041137.00727381,2020-01-01
Petrobras,2138955.28046771,95501.0736624138,2739638.8886003,2020-02-01
Shell Brasil,377492.273727984,15001.6120651724,471849.563311626,2020-02-01
Petrogal Brasil,104216.692841137,4295.49958448276,131234.569082612,2020-02-01
Repsol Sinopec,72924.1770129341,3012.74567241379,91873.7748707391,2020-02-01
Petronas,50319.244146848,587.883053448276,54016.9168552575,2020-02-01
Equinor Energy,37590.800583725,989.82146862069,43816.5895552701,2020-02-01
Total E&P do Brasil,33097.1746640539,1047.03986827586,39682.8564979341,2020-02-01
Equinor Brasil,33552.3906597,56.5121379310345,33907.84126998,2020-02-01
Eneva,70.4728140758,5081.30563241379,32030.9197938884,2020-02-01
Enauta Energia S.A.,15378.53795109,1215.11283586207,23021.3668172236,2020-02-01
Sinochem Petróleo,22368.2604398,37.6747586206896,22605.22751332,2020-02-01
Barra Energia,15297.3362871,104.521051724138,15954.753843445,2020-02-01
ONGC Campos,10040.4334326854,115.146275172414,10764.6816257276,2020-02-01
Petro Rio Jaguar,9760.7961211201,126.042816896552,10553.5814912642,2020-02-01
QPI Brasil,8552.9618116627,98.0875675862069,9169.9139751421,2020-02-01
Petro Rio O&G,8102.6293134255,23.6953331034483,8251.6684565329,2020-02-01
Potiguar E&P S.A.,5829.1001958362,148.483931724138,6763.035914434,2020-02-01
CNODC Brasil,4248.7963494099,286.730934827586,6052.2794505978,2020-02-01
CNOOC Petroleum,4248.7963494099,286.730934827586,6052.2794505978,2020-02-01
Chevron Brasil,5619.6944190662,36.7277993103448,5850.7052984464,2020-02-01
Frade,3444.9946351499,44.4858003448276,3724.8018670168,2020-02-01
Maha Energy,2689.664710505,78.3933272413793,3182.7438441211,2020-02-01
Dommo Energia,3025.2966760378,9.17958586206897,3083.0345269889,2020-02-01
Perenco Brasil,2243.9387172888,11.0194327586207,2313.2488556483,2020-02-01
Geopark Brasil,188.31886341,247.881030689655,1747.4434490521,2020-02-01
Brasoil Manati,18.04481422,246.798174137931,1570.3584378945,2020-02-01
IBV Brasil Petróleo,616.20097364,37.0125655172414,849.002978356,2020-02-01
Imetame,178.680553767,104.292258965517,834.6590471309,2020-02-01
OP Pescada,101.959012995,64.7121151724138,508.9859221276,2020-02-01
SHB,462.9204229553,4.86892103448276,493.5450111672,2020-02-01
Petrosynergy,372.4090615302,7.65523586206897,420.5590406078,2020-02-01
Nova Petróleo,176.1821609857,2.07848655172414,189.2554464836,2020-02-01
Phoenix Óleo & Gás,64.06605265,7.10083517241379,108.7289567258,2020-02-01
Partex Brasil,106.05921,0.151758620689655,107.01374289,2020-02-01
Recôncavo E&P,89.22225619,0.752030689655173,93.9523863421,2020-02-01
Petroborn,0,13.8916827586207,87.376045132,2020-02-01
Geopar - Geosol,72.97459251,0.464081379310345,75.8935762104,2020-02-01
Santana,43.492561298,1.18525517241379,50.947591134,2020-02-01
Guto & Cacal,21.6282708,0.0530689655172414,21.96206451,2020-02-01
Alvopetro,18.91020532,0.226147586206897,20.3326306692,2020-02-01
Petro-Victory,17.163481705,0.197777931034483,18.4074673134,2020-02-01
Vipetro,16.0407245932,0.0382537931034483,16.2813336836,2020-02-01
EPG Brasil,11.124613435,0.207768965517241,12.431440752,2020-02-01
Sonangol Guanambi,6.900442106,0.0921531034482759,7.4800676176,2020-02-01
NTF,6.33015154,0.00646551724137931,6.370818415,2020-02-01
Newo,6.33015154,0.00646551724137931,6.370818415,2020-02-01
Perícia,5.21121603,0.0165703448275862,5.3154403506,2020-02-01
Ubuntu Engenharia,3.76846375,0.00599137931034483,3.8061483875,2020-02-01
Nord,1.73512,0.00270689655172414,1.752145865,2020-02-01
Leros,1.18053227,0.00187689655172414,1.1923375927,2020-02-01
Energizzi Energias,0.607292,0.0096551724137931,0.6680212,2020-02-01
Central Resources,2.1689e-4,3.44827586206896e-5,4.3378e-4,2020-02-01
Total Geral,2971677.20574588,128935.23489931,3782655.33556792,2020-02-01
Petrobras,2187576.58877272,95686.9061864516,2789429.04817332,2020-03-01
Shell Brasil,353186.939079196,14085.8845970968,441784.476876861,2020-03-01
Petrogal Brasil,94507.6344534547,3963.16938419355,119435.216877849,2020-03-01
Repsol Sinopec,70468.8284450605,2927.56841580645,88882.6775424841,2020-03-01
Petronas,49219.1290173144,567.987688709677,52791.6636616374,2020-03-01
Equinor Energy,38538.4003574903,1163.89140193548,45859.0561362981,2020-03-01
Total E&P do Brasil,32568.6995914297,1059.45028225806,39232.4405712793,2020-03-01
Equinor Brasil,35788.66667064,56.2012258064516,36142.1617027297,2020-03-01
Sinochem Petróleo,23859.11111376,37.4674838709677,24094.7744684865,2020-03-01
ONGC Campos,11550.7983895856,107.049450645161,12224.119094748101,2020-03-01
Petro Rio Jaguar,10049.1983835993,131.363822580645,10875.4518685053,2020-03-01
QPI Brasil,9839.56899680753,91.1902729032258,10413.138487217,2020-03-01
Petro Rio O&G,9433.99762485082,28.6883822580645,9614.44209846142,2020-03-01
Potiguar E&P S.A.,5958.92643515304,147.248108064516,6885.08905773832,2020-03-01
CNODC Brasil,4304.82406112152,292.90965516129,6147.17013925155,2020-03-01
CNOOC Petroleum,4304.82406112152,292.90965516129,6147.17013925155,2020-03-01
Chevron Brasil,5471.62716508625,30.2331296774193,5661.78780646257,2020-03-01
Dommo Energia,5324.84760501717,15.2463774193548,5420.7444221732,2020-03-01
Eneva,32.9566991962613,661.221056451613,4191.91151227618,2020-03-01
Enauta Energia S.A.,3774.26744654193,27.6251948387097,3948.0246732904,2020-03-01
Barra Energia,3774.26744654193,26.7266029032258,3942.37270074867,2020-03-01
Frade,3546.78389841679,46.3638064516129,3838.40343187421,2020-03-01
Perenco Brasil,3569.43993809373,15.2171796774194,3665.15310700056,2020-03-01
Maha Energy,2861.42225895937,58.3318741935484,3228.31866458069,2020-03-01
IBV Brasil Petróleo,1943.90189618323,118.589548387097,2689.80762352387,2020-03-01
OP Pescada,91.2174622822581,63.92909,493.319291855158,2020-03-01
SHB,449.271415615977,5.39513935483871,483.205817081435,2020-03-01
Petrosynergy,406.068897956681,8.11412741935484,457.105217740213,2020-03-01
Imetame,177.501002819303,12.1198529032258,253.732574808542,2020-03-01
Nova Petróleo,195.558846461177,2.24533903225806,209.681602359665,2020-03-01
Geopark Brasil,160.869824026484,1.22273741935484,168.560610074116,2020-03-01
Partex Brasil,96.3193097806452,0.137821935483871,97.186183568671,2020-03-01
Phoenix Óleo & Gás,62.4070890258064,4.06918774193548,88.0015067769097,2020-03-01
Recôncavo E&P,72.1369259689484,0.655333548387097,76.258849474929,2020-03-01
Geopar - Geosol,68.9442102970645,0.438450322580645,71.7019795205355,2020-03-01
Petroborn,0,9.51433548387097,59.8433624698065,2020-03-01
Santana,42.4312814468065,1.20164838709677,49.9894214884516,2020-03-01
BGM,29.3618475654839,0.0234245161290323,29.5091833212774,2020-03-01
Guto & Cacal,21.0505737903226,0.0499290322580645,21.3646179167097,2020-03-01
Petro-Victory,16.9455597283871,0.206348387096774,18.2434518770322,2020-03-01
EPG Brasil,11.0453121541935,0.214858064516129,12.3967285569677,2020-03-01
Vipetro,9.10068348060968,0.0217035483870968,9.23719467629032,2020-03-01
Sonangol Guanambi,7.33951841987097,0.0980164516129032,7.95602327739032,2020-03-01
Perícia,4.97909475483871,0.0158322580645161,5.07867664993548,2020-03-01
Ubuntu Engenharia,4.10988359225806,0.0065341935483871,4.15098242818065,2020-03-01
Brasoil Manati,0,0.199687096774194,1.25599389816129,2020-03-01
Nord,1.21738258064516,0.00189903225806452,1.22932713273226,2020-03-01
Alvopetro,0.855211262903226,0.0102274193548387,0.919539787435484,2020-03-01
Leros,0.822747727419355,0.00130806451612903,0.830975204693548,2020-03-01
Energizzi Energias,0.344925064516129,0.00548387096774194,0.379417570967742,2020-03-01
Central Resources,2.02897096774194e-5,3.2258064516129e-6,4.05794193548387e-5,2020-03-01
Total Geral,2973385.54883343,121749.339101613,3739165.75940814,2020-03-01
Petrobras,2162921.36570998,96147.0366303333,2767667.95817782,2020-04-01
Shell Brasil,382621.162103847,15880.1548703333,482504.319008819,2020-04-01
Petrogal Brasil,109975.633025053,4736.44688333333,139766.983996312,2020-04-01
Repsol Sinopec,62656.3629732996,2880.663462,80775.1888232218,2020-04-01
